"","MAJOR_MARKET_CODE_C","ROOM_NUM_C","ROOM_TYPE_CODE_C","CHECK_IN_DATE_C","LENGTH_OF_STAY_C","ADULT_NUM_C","POV_CODE_C","PMS_ROOM_REV_USD_C","PMS_FOOD_BEVERAGE_REV_USD_C","RESERVATION_STATUS_R","MAJOR_MARKET_CODE_R","GUEST_COUNTRY_R","MEMBER_STATUS_R","PAST_VS_FUTURE_R","REVENUE_USD_R","Guest_Room_H","Tranquility_H","Condition_Hotel_H","Customer_SVC_H","Staff_Cared_H","Internet_Sat_H","Check_In_H","F.B_Overall_Experience_H","City_PL","State_PL","Guest.NPS.Goal_PL","Brand_PL","Club.Type_PL","Hotel.Inventory_PL","Floors_PL","Union_PL","Relationship_PL","All.Suites_PL","Bell.Staff_PL","Boutique_PL","Business.Center_PL","Casino_PL","Conference_PL","Convention_PL","Dry.Cleaning_PL","Elevators_PL","Fitness.Center_PL","Fitness.Trainer_PL","Golf_PL","Indoor.Corridors_PL","Laundry_PL","Limo.Service_PL","Mini.Bar_PL","Pool.Indoor_PL","Pool.Outdoor_PL","Regency.Grand.Club_PL","Resort_PL","Restaurant_PL","Self.Parking_PL","Shuttle.Service_PL","Ski_PL","Spa_PL","Spa.services.in.fitness.center_PL","Spa.online.booking_PL","Spa.F.B.offering_PL","Valet.Parking_PL","Booking_Channel","NPS_Type"
"363","CONVENTION","0410","DDBL","2014-12-13",1,1,"BUSINESS",129,0,"CONFRM","CONVENTION","UNITED STATES","","Future",129,NA,NA,NA,NA,NA,NA,NA,NA,"Ft. Lauderdale","Florida",62,"Hyatt Place","",126,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Hotel",""
"364","CONVENTION","20527","DDBL","2014-12-08",3,1,"BUSINESS",627,0,"CONFRM","CONVENTION","UNITED STATES","","Future",627,NA,NA,NA,NA,NA,NA,NA,NA,"Orlando","Florida",60,"Hyatt Regency","Regency Club",1641,31,"No","Owned","N","","N","","N","N","Y","","","","","N","Y","","","","","","","N","Y","","","N","Y","","","","","Digital Channels",""
"365","CONVENTION","0856","DDBL","2014-12-04",3,1,"BUSINESS",507,53.5,"CONFRM","CONVENTION","UNITED STATES","Gold","Past",507,9,8,9,10,9,NA,9,9,"Baltimore","Maryland",49,"Hyatt Regency","Regency Club",487,14,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","N","N","","","Y","Global Contact Center","Passive"
"366","TRANSIENT","2747","CLBQ","2014-12-07",1,2,"BUSINESS",146.78,0,"CONFRM","TRANSIENT","","","Past",146.78,NA,NA,NA,NA,NA,NA,NA,NA,"New Orleans","Louisiana",28,"Hyatt Regency","Regency Club",1193,32,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","Y","N","Y","N","N","N","N","N","","","Y","Internet",""
"367","TRANSIENT","1231","DDBL","2014-12-05",1,1,"LEISURE",64.5,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",129,NA,NA,NA,NA,NA,NA,NA,NA,"Austin","Texas",48,"Hyatt Regency","",448,17,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","","","Y","Digital Channels",""
"368","TRANSIENT","2526","MVKG","2014-12-11",1,2,"BUSINESS",140.26,54.45,"CONFRM","TRANSIENT","","","Past",140.26,NA,NA,NA,NA,NA,NA,NA,NA,"Denver","Colorado",66,"Hyatt Regency","Regency Club",1100,37,"Yes","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","Y","N","Y","N","Y","Y","N","N","N","Y","","","Y","Internet",""
"369","TRANSIENT","0817","DDBL","2014-12-25",1,2,"BUSINESS",143.1,62,"CONFRM","TRANSIENT","UNITED STATES","","Future",143.1,NA,NA,NA,NA,NA,NA,NA,NA,"Greenville","South Carolina",49,"Hyatt Regency","",330,8,"No","Franchised","N","","N","","N","N","Y","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels",""
"370","TRANSIENT","0501","KING","2014-12-18",1,1,"BUSINESS",-19.68,0,"CONFRM","TRANSIENT","UNITED KINGDOM","","Future",208.94,NA,NA,NA,NA,NA,NA,NA,NA,"Birmingham","",59,"Hyatt Regency","Regency Club",319,24,"No","Owned","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Internet",""
"371","TRANSIENT","0226","KING","2014-12-09",1,1,"BUSINESS",134,13.75,"CONFRM","TRANSIENT","UNITED STATES","","Future",134,NA,NA,NA,NA,NA,NA,NA,NA,"Braintree","Massachusetts",52,"Hyatt Place","",204,6,"No","Franchised","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Hotel",""
"372","TRANSIENT","0935","VW1D","2014-12-07",1,1,"BUSINESS",142,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Past",426,NA,NA,NA,NA,NA,NA,NA,NA,"Denver","Colorado",52,"Hyatt Regency","",451,12,"No","Franchised","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","Y","N","N","N","Y","Y","Y","N","N","N","","","Y","GDS",""
"373","CONVENTION","2140","VW1K","2014-12-13",1,1,"BUSINESS",189,0,"CONFRM","CONVENTION","UNITED STATES","","Future",159,NA,NA,NA,NA,NA,NA,NA,NA,"San Diego","California",62,"Grand Hyatt","Grand Club",1625,40,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Digital Channels",""
"374","TRANSIENT","1147","TWIN","2014-12-06",1,2,"LEISURE",203.69,36.21,"SHARE","TRANSIENT","JAPAN","","Past",225.25,NA,NA,NA,NA,NA,NA,NA,NA,"Fukuoka","",48,"Grand Hyatt","Grand Club",370,13,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","N","N","Y","","N","N","N","Hotel",""
"375","CONVENTION","0807","DDBL","2014-12-13",1,2,"BUSINESS",85,0,"CONFRM","CONVENTION","UNITED STATES","Gold","Past",85,NA,NA,NA,NA,NA,NA,NA,NA,"Pittsburgh","Pennsylvania",52,"Hyatt Regency","",336,11,"No","Franchised","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","N","Y","N","N","N","Y","Y","Y","N","N","N","","","N","Global Contact Center",""
"376","TRANSIENT","1121","DDBL","2014-12-22",1,2,"BUSINESS",63.85,7,"CONFRM","TRANSIENT","","","Past",70.85,NA,NA,NA,NA,NA,NA,NA,NA,"Boston","Massachusetts",45,"Hyatt Regency","",498,22,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","Y","N","N","N","Y","Y","N","N","Y","Y","","","Y","Opaque",""
"377","TRANSIENT","2422","CLBK","2014-12-16",1,1,"LEISURE",233.1,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",233.1,NA,NA,NA,NA,NA,NA,NA,NA,"Bellevue","Washington",60,"Hyatt Regency","Regency Club",382,24,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","Y","N","Y","N","Y","Y","Y","N","N","N","","","Y","Digital Channels",""
"378","TRANSIENT","1125","KING","2014-12-15",3,1,"BUSINESS",321,2.79,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",321,NA,NA,NA,NA,NA,NA,NA,NA,"Lisle","Illinois",40,"Hyatt","",312,14,"No","Franchised","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","GDS",""
"379","CONVENTION","0616","KING","2014-12-05",2,2,"BUSINESS",115.08,16.19,"CONFRM","CONVENTION","INDONESIA","","Future",131.71,NA,NA,NA,NA,NA,NA,NA,NA,"Bandung","",41,"Hyatt Regency","Regency Club",250,15,"Yes","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","Y","N","","","Y","Hotel",""
"380","TRANSIENT","1763","VW1K","2014-12-08",3,2,"BUSINESS",900.36,42,"SHARE","TRANSIENT","UNITED STATES","","Future",960,NA,NA,NA,NA,NA,NA,NA,NA,"Hong Kong","Hawaii",42,"Hyatt Regency","Regency Club",1230,40,"Yes","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","Y","Y","Y","Y","N","N","Y","","N","N","Y","Hotel",""
"381","CONVENTION","0365","KING","2014-12-09",5,1,"BUSINESS",595,15.5,"CONFRM","CONVENTION","UNITED STATES","","Future",595,NA,NA,NA,NA,NA,NA,NA,NA,"Phoenix","Arizona",44,"Hyatt Regency","",712,24,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","","","Y","Digital Channels",""
"382","TRANSIENT","1617","RCLK","2014-12-13",1,1,"LEISURE",136.1,0,"CONFRM","TRANSIENT","SAUDI ARABIA","","Past",136.1,NA,NA,NA,NA,NA,NA,NA,NA,"Dubai","",65,"Hyatt Regency","Regency Club",400,25,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","Y","","Y","Y","Y","Digital Channels",""
"383","TRANSIENT","455","KING","2014-12-13",1,2,"LEISURE",244.42,25.04,"CONFRM","TRANSIENT","GERMANY","","Past",304.42,10,NA,10,10,NA,NA,NA,NA,"Berlin","",72,"Grand Hyatt","Grand Club",342,8,"No","Leased","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","N","Y","","N","Y","Y","Global Contact Center","Promoter"
"384","CONVENTION","1319","PRMK","2014-12-02",1,1,"BUSINESS",160.4,11.24,"CONFRM","CONVENTION","CHINA","","Future",169.81,NA,NA,NA,NA,NA,NA,NA,NA,"Beijing","",45,"Grand Hyatt","Grand Club",680,18,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","N","N","Y","Y","","","N","Hotel",""
"385","TRANSIENT","1401","RGST","2014-12-19",1,2,"LEISURE",260.62,65.07,"CONFRM","TRANSIENT","CHINA","","Past",0,NA,NA,NA,NA,NA,NA,NA,NA,"Shanghai","",NA,"Hyatt Regency","Regency Club",235,NA,"No","Managed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Global Contact Center",""
"386","TRANSIENT","0349","STQN","2014-12-20",1,1,"LEISURE",109,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",109,10,NA,10,8,NA,NA,NA,NA,"Parsippany","New Jersey",63,"Hyatt House","",140,3,"No","Owned","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Global Contact Center","Promoter"
"387","TRANSIENT","0367","1BKN","2014-12-07",6,3,"BUSINESS",700.2,27.25,"CONFRM","TRANSIENT","","","Future",700.2,NA,NA,NA,NA,NA,NA,NA,NA,"San Diego","California",58,"Hyatt House","",194,4,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","N","Internet",""
"388","CONVENTION","0302","DDBL","2014-12-03",2,1,"BUSINESS",318,0,"CONFRM","CONVENTION","UNITED STATES","","Future",318,NA,NA,NA,NA,NA,NA,NA,NA,"Secaucus","New Jersey",62,"Hyatt Place","",159,9,"No","Owned","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","N","N","N","N","Y","Y","N","N","N","","","N","Hotel",""
"389","TRANSIENT","1410","1VWK","2014-12-24",3,2,"BUSINESS",490.06,0,"CONFRM","TRANSIENT","THAILAND","","Future",602.22,NA,NA,NA,NA,NA,NA,NA,NA,"Paris","",-7,"Hyatt Regency","Regency Club",950,33,"No","Managed","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Internet",""
"390","CONVENTION","0607","GRNK","2014-12-14",3,1,"BUSINESS",321.47,87.86,"CONFRM","CONVENTION","CHILE","","Future",424.91,10,NA,10,10,NA,NA,NA,NA,"Santiago","",61,"Grand Hyatt","Grand Club",310,24,"Yes","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","Y","","N","N","Y","Digital Channels","Promoter"
"391","TRANSIENT","2309","1VWK","2014-12-19",1,1,"BUSINESS",96.75,0,"CONFRM","TRANSIENT","","","Past",96.75,NA,NA,NA,NA,NA,NA,NA,NA,"Fort Lauderdale","Florida",34,"Hyatt Regency","",380,17,"No","Franchised","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","Y","Y","Y","Y","N","Y","","Y","Y","Y","Opaque",""
"392","TRANSIENT","1102","DDBL","2014-12-24",3,2,"BUSINESS",169.74,0,"CONFRM","TRANSIENT","","","Future",169.74,NA,NA,NA,NA,NA,NA,NA,NA,"Lisle","Illinois",40,"Hyatt","",312,14,"No","Franchised","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Internet",""
"393","CONVENTION","0607","GRNK","2014-12-08",3,1,"BUSINESS",324.4,51.41,"CONFRM","CONVENTION","CHILE","","Future",424.91,NA,NA,NA,NA,NA,NA,NA,NA,"Santiago","",61,"Grand Hyatt","Grand Club",310,24,"Yes","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","Y","","N","N","Y","Digital Channels",""
"394","CONVENTION","0352","QNQN","2014-12-13",1,2,"BUSINESS",129,0,"SHARE","CONVENTION","UNITED STATES","","Future",129,NA,NA,NA,NA,NA,NA,NA,NA,"Chicago","Illinois",42,"Hyatt Regency","Regency Club",2019,36,"Yes","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","N","N","N","N","","","Y","Digital Channels",""
"395","CONVENTION","3009","ADKS","2014-12-17",2,1,"BUSINESS",312,0,"CONFRM","CONVENTION","UNITED STATES","Gold","Future",312,NA,NA,NA,NA,NA,NA,NA,NA,"Chicago","Illinois",42,"Hyatt Regency","",800,33,"Yes","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","Y","N","N","N","Y","Y","N","N","N","N","","","Y","Digital Channels",""
"396","TRANSIENT","0835","BUSK","2014-12-13",1,1,"LEISURE",169,151.21,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",169,NA,NA,NA,NA,NA,NA,NA,NA,"DFW Airport","Texas",76,"Grand Hyatt","",298,9,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","N","N","","N","N","Y","Digital Channels",""
"397","TRANSIENT","0822","CAPK","2014-12-24",3,2,"BUSINESS",375.3,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",375.3,NA,NA,NA,NA,NA,NA,NA,NA,"Sacramento","California",65,"Hyatt Regency","Regency Club",503,14,"Yes","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","Y","N","Y","Y","N","Y","Y","N","N","N","Y","","","Y","Global Contact Center",""
"398","TRANSIENT","1417","DDBL","2014-12-06",1,1,"LEISURE",0,59.85,"CONFRM","TRANSIENT","UNITED STATES","","Future",0,NA,NA,NA,NA,NA,NA,NA,NA,"Bellevue","Washington",60,"Hyatt Regency","Regency Club",382,24,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","Y","N","Y","N","Y","Y","Y","N","N","N","","","Y","Hotel",""
"399","TRANSIENT","0317","DDBL","2014-12-21",4,2,"BUSINESS",396,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",396,NA,NA,NA,NA,NA,NA,NA,NA,"Orlando","Florida",64,"Hyatt Place","",151,7,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","N","N","","","N","Global Contact Center",""
"400","TRANSIENT","0912","KING","2014-12-24",2,2,"BUSINESS",174.24,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",174.24,NA,NA,NA,NA,NA,NA,NA,NA,"Bethesda","Maryland",35,"Hyatt Regency","",390,11,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","Y","N","Y","N","N","N","Y","Y","N","N","N","N","","","Y","Digital Channels",""
"401","TRANSIENT","315","QUEN","2014-12-14",2,1,"BUSINESS",591.16,39.62,"CONFRM","TRANSIENT","","","Future",651.04,NA,NA,NA,NA,NA,NA,NA,NA,"Paris","",61,"Hyatt","",86,NA,"No","Managed","N","","N","","N","N","N","","","","","N","N","","","","","","","N","Y","","","N","N","","","","","GDS",""
"402","TRANSIENT","0906","KING","2014-12-05",2,1,"LEISURE",196.13,36.81,"CONFRM","TRANSIENT","GERMANY","","Past",210,NA,NA,NA,NA,NA,NA,NA,NA,"Düsseldorf","",77,"Hyatt Regency","Regency Club",303,19,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","N","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Hotel",""
"403","TRANSIENT","1249","QUEN","2014-12-13",1,1,"BUSINESS",206.25,0,"CONFRM","TRANSIENT","","","Past",206.25,NA,NA,NA,NA,NA,NA,NA,NA,"Huntington Beach","California",71,"Hyatt Regency","Regency Club",517,4,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","N","N","N","Y","Y","N","Y","N","Y","N","Y","","Y","Y","Y","Internet",""
"404","CONVENTION","5099","DDBL","2014-12-18",1,1,"BUSINESS",165,0,"CONFRM","CONVENTION","UNITED STATES","","Future",165,NA,NA,NA,NA,NA,NA,NA,NA,"Burlingame","California",47,"Hyatt Regency","Regency Club",789,9,"Yes","Managed","N","Y","N","N","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","Y","N","Y","Y","Y","N","N","N","","","Y","Digital Channels",""
"405","TRANSIENT","7094","VW2K","2014-12-10",2,1,"BUSINESS",354,84.25,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Past",354,NA,NA,NA,NA,NA,NA,NA,NA,"Burlingame","California",47,"Hyatt Regency","Regency Club",789,9,"Yes","Managed","N","Y","N","N","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","Y","N","Y","Y","Y","N","N","N","","","Y","GDS",""
"406","CONVENTION","0306","DDBL","2014-12-08",9,1,"BUSINESS",801,0,"CONFRM","CONVENTION","UNITED STATES","","Future",801,NA,NA,NA,NA,NA,NA,NA,NA,"Alpharetta","Georgia",64,"Hyatt Place","",127,6,"No","Owned","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Hotel",""
"407","CONVENTION","716","TWIN","2014-12-11",3,1,"BUSINESS",224.48,15.96,"CONFRM","CONVENTION","INDIA","","Future",242.13,NA,NA,NA,NA,NA,NA,NA,NA,"Bangalore","",27,"Hyatt","",143,11,"No","Managed","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","Y","","","","","Global Contact Center",""
"408","CONVENTION","0611","VW2Q","2014-12-12",2,6,"BUSINESS",198,0,"CONFRM","CONVENTION","UNITED STATES","","Future",198,NA,NA,NA,NA,NA,NA,NA,NA,"Sugar Land","Texas",70,"Hyatt Place","",214,9,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","N","Digital Channels",""
"409","TRANSIENT","0801","DLXQ","2014-12-11",2,2,"BUSINESS",456.98,0,"CONFRM","TRANSIENT","BELGIUM","","Future",515.01,NA,NA,NA,NA,NA,NA,NA,NA,"Paris","",-7,"Hyatt Regency","Regency Club",950,33,"No","Managed","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Internet",""
"410","CONVENTION","1922","KING","2014-12-12",2,1,"BUSINESS",318,61.25,"CONFRM","CONVENTION","UNITED STATES","","Future",318,NA,NA,NA,NA,NA,NA,NA,NA,"San Diego","California",62,"Grand Hyatt","Grand Club",1625,40,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Digital Channels",""
"411","CONVENTION","2752","QNQN","2014-12-01",2,1,"BUSINESS",454,0,"CONFRM","CONVENTION","UNITED STATES","","Future",454,NA,NA,NA,NA,NA,NA,NA,NA,"Chicago","Illinois",42,"Hyatt Regency","Regency Club",2019,36,"Yes","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","N","N","N","N","","","Y","Digital Channels",""
"412","TRANSIENT","2117","1VWT","2014-12-20",1,2,"BUSINESS",245,194.07,"SHARE","TRANSIENT","HONG KONG","","Future",269.47,NA,NA,NA,NA,NA,NA,NA,NA,"Kowloon","",60,"Hyatt Regency","Regency Club",384,15,"No","Managed","N","Y","N","N","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","Y","N","Y","N","N","N","N","N","","","Y","Global Contact Center",""
"413","CONVENTION","401","KING","2014-12-22",1,1,"BUSINESS",73.11,0,"CONFRM","CONVENTION","GERMANY","","Future",74.78,NA,NA,NA,NA,NA,NA,NA,NA,"Belgrade","",69,"Hyatt Regency","Regency Club",308,10,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","N","N","N","Y","Y","N","N","Y","","N","N","Y","Hotel",""
"414","TRANSIENT","2306","DLXK","2014-12-06",1,1,"LEISURE",211.52,0,"CONFRM","TRANSIENT","CHINA","","Past",105.77,NA,NA,NA,NA,NA,NA,NA,NA,"Jinan","",73,"Hyatt Regency","Regency Club",343,24,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","N","Y","","Y","Y","N","Internet",""
"415","TRANSIENT","0555","CLBK","2014-12-20",5,1,"BUSINESS",866.24,0,"CONFRM","TRANSIENT","","","Past",887.13,NA,NA,NA,NA,NA,NA,NA,NA,"New Delhi","",39,"Hyatt Regency","Regency Club",508,7,"Yes","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","N","N","Y","Y","N","Y","N","N","N","Y","","Y","N","Y","GDS",""
"416","TRANSIENT","0432","DDBL","2014-12-18",1,2,"BUSINESS",73.43,0,"CONFRM","TRANSIENT","","","Past",73.43,NA,NA,NA,NA,NA,NA,NA,NA,"Deerfield","Illinois",54,"Hyatt","",301,6,"No","Franchised","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Internet",""
"417","TRANSIENT","0503","KING","2014-12-04",2,1,"BUSINESS",178,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",178,NA,NA,NA,NA,NA,NA,NA,NA,"Rancho Cordova","California",70,"Hyatt Place","",127,6,"No","Owned","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","N","Y","N","N","N","","","N","Digital Channels",""
"418","CONVENTION","2106","VW2D","2014-12-09",2,1,"BUSINESS",478,0,"CONFRM","CONVENTION","UNITED STATES","","Past",478,NA,NA,NA,NA,NA,NA,NA,NA,"San Francisco","California",60,"Grand Hyatt","Grand Club",685,36,"Yes","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","N","Y","N","Y","Y","N","N","N","N","","","Y","Digital Channels",""
"419","CONVENTION","0352","KING","2014-12-05",1,1,"BUSINESS",129,0,"CONFRM","CONVENTION","UNITED STATES","","Past",129,NA,NA,NA,NA,NA,NA,NA,NA,"Oak Brook","Illinois",64,"Hyatt","",218,4,"Yes","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","","N","N","Y","Hotel",""
"420","TRANSIENT","2137","VW1K","2014-12-25",2,2,"BUSINESS",323.2,250.88,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",358,NA,NA,NA,NA,NA,NA,NA,NA,"San Diego","California",62,"Grand Hyatt","Grand Club",1625,40,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Global Contact Center",""
"421","TRANSIENT","1934","PTTS","2014-12-21",1,2,"BUSINESS",75,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",75,NA,NA,NA,NA,NA,NA,NA,NA,"Miami","Florida",13,"Hyatt Regency","Regency Club",612,24,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","N","Y","Y","N","Y","Y","N","N","N","N","","","Y","Global Contact Center",""
"422","TRANSIENT","0955","KING","2014-12-10",2,1,"BUSINESS",199.86,27.39,"CONFRM","TRANSIENT","UNITED STATES","","Future",222,NA,NA,NA,NA,NA,NA,NA,NA,"Dallas","Texas",53,"Hyatt Regency","",1122,25,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","N","Y","N","N","N","","","Y","Hotel",""
"423","TRANSIENT","3319","QDBL","2014-12-06",1,1,"BUSINESS",212.38,65,"CONFRM","TRANSIENT","UNITED STATES","","Future",212.38,NA,NA,NA,NA,NA,NA,NA,NA,"Denver","Colorado",66,"Hyatt Regency","Regency Club",1100,37,"Yes","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","Y","N","Y","N","Y","Y","N","N","N","Y","","","Y","Internet",""
"424","CONVENTION","1552","VW04","2014-12-08",3,2,"BUSINESS",660,0,"SHARE","CONVENTION","UNITED STATES","","Future",660,NA,NA,NA,NA,NA,NA,NA,NA,"Hong Kong","Hawaii",42,"Hyatt Regency","Regency Club",1230,40,"Yes","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","Y","Y","Y","Y","N","N","Y","","N","N","Y","Hotel",""
"425","TRANSIENT","2509","KING","2014-12-23",1,1,"BUSINESS",109.57,16.26,"CONFRM","TRANSIENT","MOROCCO","","Future",126.06,NA,NA,NA,NA,NA,NA,NA,NA,"Dongguan","",73,"Hyatt Regency","Regency Club",350,8,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","N","N","Y","","Y","Y","N","Hotel",""
"426","CONVENTION","1155","KING","2014-12-03",2,1,"BUSINESS",410,37.05,"CONFRM","CONVENTION","UNITED STATES","","Future",410,NA,NA,NA,NA,NA,NA,NA,NA,"Chicago","Illinois",42,"Hyatt Regency","Regency Club",2019,36,"Yes","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","N","N","N","N","","","Y","Digital Channels",""
