"","MAJOR_MARKET_CODE_C","ROOM_NUM_C","ROOM_TYPE_CODE_C","CHECK_IN_DATE_C","LENGTH_OF_STAY_C","ADULT_NUM_C","POV_CODE_C","PMS_ROOM_REV_USD_C","PMS_FOOD_BEVERAGE_REV_USD_C","RESERVATION_STATUS_R","MAJOR_MARKET_CODE_R","GUEST_COUNTRY_R","MEMBER_STATUS_R","PAST_VS_FUTURE_R","REVENUE_USD_R","Guest_Room_H","Tranquility_H","Condition_Hotel_H","Customer_SVC_H","Staff_Cared_H","Internet_Sat_H","Check_In_H","F.B_Overall_Experience_H","City_PL","State_PL","Guest.NPS.Goal_PL","Brand_PL","Club.Type_PL","Hotel.Inventory_PL","Floors_PL","Union_PL","Relationship_PL","All.Suites_PL","Bell.Staff_PL","Boutique_PL","Business.Center_PL","Casino_PL","Conference_PL","Convention_PL","Dry.Cleaning_PL","Elevators_PL","Fitness.Center_PL","Fitness.Trainer_PL","Golf_PL","Indoor.Corridors_PL","Laundry_PL","Limo.Service_PL","Mini.Bar_PL","Pool.Indoor_PL","Pool.Outdoor_PL","Regency.Grand.Club_PL","Resort_PL","Restaurant_PL","Self.Parking_PL","Shuttle.Service_PL","Ski_PL","Spa_PL","Spa.services.in.fitness.center_PL","Spa.online.booking_PL","Spa.F.B.offering_PL","Valet.Parking_PL","Booking_Channel","NPS_Type"
"2121","TRANSIENT","0158","2BKN","2014-12-10",1,1,"BUSINESS",199,0,"CONFRM","TRANSIENT","","","Future",199,NA,NA,NA,NA,NA,NA,NA,NA,"Miami","Florida",65,"Hyatt House","",156,3,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","GDS",""
"2122","CONVENTION","0816","VW1K","2014-12-14",2,1,"BUSINESS",178,31.95,"CONFRM","CONVENTION","UNITED STATES","","Future",178,NA,NA,NA,NA,NA,NA,NA,NA,"Baltimore","Maryland",49,"Hyatt Regency","Regency Club",487,14,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","N","N","","","Y","Digital Channels",""
"2123","TRANSIENT","238B","2KQS","2014-12-06",1,1,"BUSINESS",599,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",599,NA,NA,NA,NA,NA,NA,NA,NA,"Park City","Utah",57,"Hyatt","",153,6,"No","Managed","Y","Y","N","N","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","Y","Y","N","N","","","Y","Hotel",""
"2124","TRANSIENT","0202","KING","2014-12-01",4,1,"BUSINESS",436,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",436,NA,NA,NA,NA,NA,NA,NA,NA,"Atlanta","Georgia",62,"Hyatt Place","",150,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","GDS",""
"2125","TRANSIENT","1616","KING","2014-12-22",1,2,"BUSINESS",169,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",338,NA,NA,NA,NA,NA,NA,NA,NA,"San Francisco","California",60,"Grand Hyatt","Grand Club",685,36,"Yes","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","N","Y","N","Y","Y","N","N","N","N","","","Y","Digital Channels",""
"2126","TRANSIENT","0506","DDBL","2014-12-06",2,4,"LEISURE",223,0,"CONFRM","TRANSIENT","MEXICO","","Past",223,NA,NA,NA,NA,NA,NA,NA,NA,"El Paso","Texas",59,"Hyatt Place","",111,6,"No","Managed","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Digital Channels",""
"2127","CONVENTION","0239","KING","2014-12-15",4,1,"BUSINESS",356,0,"CONFRM","CONVENTION","UNITED STATES","","Future",356,NA,NA,NA,NA,NA,NA,NA,NA,"Phoenix","Arizona",NA,"Hyatt Place","",145,NA,"No","Franchised","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Hotel",""
"2128","TRANSIENT","0507","DDBL","2014-12-06",1,1,"BUSINESS",135,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",135,NA,NA,NA,NA,NA,NA,NA,NA,"Grapevine","Texas",66,"Hyatt Place","",124,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Global Contact Center",""
"2129","TRANSIENT","0623","KING","2014-12-07",1,1,"BUSINESS",115,0,"CONFRM","TRANSIENT","","","Future",115,NA,NA,NA,NA,NA,NA,NA,NA,"Pensacola","Florida",71,"Hyatt Place","",127,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","GDS",""
"2130","TRANSIENT","1709","VW3D","2014-12-20",2,2,"BUSINESS",292.5,128,"CONFRM","TRANSIENT","","","Future",292.5,NA,NA,NA,NA,NA,NA,NA,NA,"Los Angeles","California",44,"Hyatt Regency","Regency Club",728,19,"Yes","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","N","N","Y","","N","N","Y","Opaque",""
"2131","TRANSIENT","0927","KING","2014-12-08",1,1,"BUSINESS",199,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",199,NA,NA,NA,NA,NA,NA,NA,NA,"Austin","Texas",72,"Hyatt Place","",296,17,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Global Contact Center",""
"2132","TRANSIENT","0482","KING","2014-12-22",NA,2,"BUSINESS",137.71,20.3,"CONFRM","TRANSIENT","UNITED STATES","","Past",129.28,NA,NA,NA,NA,NA,NA,NA,NA,"Mumbai","",56,"Hyatt Regency","Regency Club",394,7,"Yes","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","N","N","Y","","Y","N","Y","Global Contact Center",""
"2133","TRANSIENT","0810","KING","2014-12-19",1,1,"BUSINESS",127.48,0,"CONFRM","TRANSIENT","CHINA","","Past",146.6,NA,NA,NA,NA,NA,NA,NA,NA,"Guangzhou","",65,"Grand Hyatt","Grand Club",375,22,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","N","Y","","Y","Y","N","Hotel",""
"2134","TRANSIENT","2608","KING","2014-12-18",1,1,"BUSINESS",204.14,0,"CONFRM","TRANSIENT","UNITED ARAB EMIRATES","","Past",204.15,10,NA,10,10,NA,NA,NA,NA,"Abu Dhabi","",72,"Hyatt","",189,15,"No","Managed","N","Y","N","N","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","N","N","Y","","Y","Y","Y","Internet","Promoter"
"2135","CONVENTION","0815","TWIN","2014-12-10",1,2,"BUSINESS",98.06,21.22,"CONFRM","CONVENTION","TAIWAN","","Future",139.89,NA,NA,NA,NA,NA,NA,NA,NA,"Fukuoka","",48,"Grand Hyatt","Grand Club",370,13,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","N","N","Y","","N","N","N","Hotel",""
"2136","TRANSIENT","3703","CLBK","2014-12-11",1,1,"BUSINESS",227.46,41.41,"CONFRM","TRANSIENT","PHILIPPINES","","Past",245,NA,NA,NA,NA,NA,NA,NA,NA,"Mexico City","",72,"Hyatt Regency","Regency Club",756,42,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","N","Y","Y","N","Y","N","Y","Y","N","N","N","N","","","Y","Hotel",""
"2137","TRANSIENT","3448","TWIN","2014-12-01",3,2,"BUSINESS",566.67,0,"CONFRM","TRANSIENT","MALAYSIA","Gold","Future",615,NA,NA,NA,NA,NA,NA,NA,NA,"Bali","",49,"Grand Hyatt","Grand Club",653,NA,"Yes","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","N","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","N","","Y","Y","Y","Digital Channels",""
"2138","CONVENTION","6116","VW2D","2014-12-21",1,1,"BUSINESS",125,0,"CONFRM","CONVENTION","UNITED STATES","","Future",125,NA,NA,NA,NA,NA,NA,NA,NA,"Burlingame","California",47,"Hyatt Regency","Regency Club",789,9,"Yes","Managed","N","Y","N","N","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","Y","N","Y","Y","Y","N","N","N","","","Y","Digital Channels",""
"2139","CONVENTION","0718","XKNG","2014-12-13",1,2,"BUSINESS",109,0,"SHARE","CONVENTION","UNITED STATES","","Future",109,NA,NA,NA,NA,NA,NA,NA,NA,"Milwaukee","Wisconsin",41,"Hyatt Regency","Regency Club",484,21,"No","Franchised","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","N","Y","N","Y","Y","N","N","N","N","","","Y","Digital Channels",""
"2140","TRANSIENT","1105","TWIN","2014-12-18",1,2,"BUSINESS",76.63,26.06,"CONFRM","TRANSIENT","CHINA","Gold","Past",97.54,NA,NA,NA,NA,NA,NA,NA,NA,"Chongqing","",65,"Hyatt Regency","Regency Club",321,26,"No","Managed","N","","N","","N","N","Y","","","","","N","Y","","","","","","","N","Y","","","N","Y","","","","","Hotel",""
"2141","CONVENTION","0502","DDBL","2014-12-14",5,2,"BUSINESS",875,0,"SHARE","CONVENTION","UNITED STATES","Gold","Future",875,7,1,6,7,5,4,4,NA,"San Francisco","California",60,"Grand Hyatt","Grand Club",685,36,"Yes","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","N","Y","N","Y","Y","N","N","N","N","","","Y","Digital Channels","Detractor"
"2142","TRANSIENT","2622","TWIN","2014-12-24",3,2,"BUSINESS",564.05,399.65,"CONFRM","TRANSIENT","AUSTRALIA","","Future",672.23,NA,NA,NA,NA,NA,NA,NA,NA,"Melbourne","",53,"Grand Hyatt","Grand Club",548,33,"Yes","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","N","N","Y","","N","N","Y","Internet",""
"2143","TRANSIENT","318","1VWK","2014-12-11",1,2,"BUSINESS",702.37,0,"CONFRM","TRANSIENT","AUSTRALIA","Platinum","Future",782.63,NA,NA,NA,NA,NA,NA,NA,NA,"Sydney","",76,"Park Hyatt","",158,5,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","N","N","Y","N","N","N","Y","","Y","N","Y","Global Contact Center",""
"2144","TRANSIENT","0121","KING","2014-12-14",3,1,"BUSINESS",267,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",267,NA,NA,NA,NA,NA,NA,NA,NA,"Memphis","Tennessee",61,"Hyatt Place","",126,6,"No","Owned","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Global Contact Center",""
"2145","TRANSIENT","0237","KING","2014-12-10",1,1,"BUSINESS",161,0,"CONFRM","TRANSIENT","","","Future",161,NA,NA,NA,NA,NA,NA,NA,NA,"Fair Lawn","New Jersey",56,"Hyatt Place","",143,4,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","Y","N","N","N","N","Y","Y","N","N","N","","","N","GDS",""
"2146","TRANSIENT","0609","KING","2014-12-19",1,2,"BUSINESS",81.18,0,"CONFRM","TRANSIENT","","","Past",81.18,NA,NA,NA,NA,NA,NA,NA,NA,"Houston","Texas",34,"Hyatt","",335,8,"No","Franchised","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","N","Internet",""
"2147","TRANSIENT","0210","DDBL","2014-12-04",2,1,"LEISURE",208,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",208,NA,NA,NA,NA,NA,NA,NA,NA,"Tampa","Florida",65,"Hyatt Place","",126,6,"No","Owned","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Digital Channels",""
"2148","TRANSIENT","1516","DLXN","2014-12-11",2,1,"BUSINESS",258,16,"CONFRM","TRANSIENT","UNITED STATES","","Future",258,NA,NA,NA,NA,NA,NA,NA,NA,"Charlotte","North Carolina",77,"Hyatt House","",163,17,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","N","N","N","N","N","N","","","Y","Digital Channels",""
"2149","TRANSIENT","0962","DLXK","2014-12-17",1,1,"LEISURE",161.9,66.7,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Past",161.9,NA,NA,NA,NA,NA,NA,NA,NA,"Arlington","Virginia",49,"Hyatt Regency","",685,18,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","N","Y","N","N","N","","","Y","Digital Channels",""
"2150","TRANSIENT","0620","DDBL","2014-12-12",1,2,"BUSINESS",72.54,0,"CONFRM","TRANSIENT","","","Past",72.54,NA,NA,NA,NA,NA,NA,NA,NA,"Atlanta","Georgia",62,"Hyatt Place","",150,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Internet",""
"2151","CONVENTION","1426","KING","2014-12-19",1,1,"BUSINESS",108,0,"CONFRM","CONVENTION","UNITED STATES","","Future",108,NA,NA,NA,NA,NA,NA,NA,NA,"Minneapolis","Minnesota",49,"Hyatt Regency","Regency Club",533,24,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","Y","N","Y","N","Y","Y","Y","N","N","Y","","","Y","Digital Channels",""
"2152","TRANSIENT","0319","DDBL","2014-12-22",1,2,"BUSINESS",50,0,"CONFRM","TRANSIENT","","","Future",50,NA,NA,NA,NA,NA,NA,NA,NA,"Charlotte","North Carolina",65,"Hyatt Place","",127,6,"No","Owned","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Opaque",""
"2153","TRANSIENT","1515","KING","2014-12-17",NA,2,"BUSINESS",70.8,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",35.4,NA,NA,NA,NA,NA,NA,NA,NA,"Albuquerque","New Mexico",44,"Hyatt Regency","",395,20,"No","Franchised","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","N","N","N","N","Y","N","N","Y","Y","N","N","N","Y","","","Y","Digital Channels",""
"2154","TRANSIENT","0105","1BKN","2014-12-08",3,1,"BUSINESS",357,0,"CONFRM","TRANSIENT","UNITED STATES","Diamond","Future",357,NA,NA,NA,NA,NA,NA,NA,NA,"Miami","Florida",65,"Hyatt House","",156,3,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Hotel",""
"2155","TRANSIENT","0304","KNGT","2014-12-27",1,1,"BUSINESS",61.61,0,"CONFRM","TRANSIENT","","","Past",61.61,NA,NA,NA,NA,NA,NA,NA,NA,"Grand Prairie","Texas",51,"Hyatt Place","",133,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Internet",""
"2156","CONVENTION","0820","QUEN","2014-12-02",2,1,"BUSINESS",210,0,"CONFRM","CONVENTION","UNITED STATES","","Future",105,NA,NA,NA,NA,NA,NA,NA,NA,"Garden Grove","California",56,"Hyatt Regency","",654,17,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Global Contact Center",""
"2157","CONVENTION","0526","DDBL","2014-12-07",1,1,"BUSINESS",43,0,"CONFRM","CONVENTION","UNITED STATES","","Future",43,NA,NA,NA,NA,NA,NA,NA,NA,"Indianapolis","Indiana",62,"Hyatt Place","",134,6,"No","Managed","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Hotel",""
"2158","CONVENTION","2919","CLUB","2014-12-27",1,1,"LEISURE",60,0,"CONFRM","CONVENTION","UNITED STATES","","Future",60,NA,NA,NA,NA,NA,NA,NA,NA,"Rosemont","Illinois",52,"Hyatt Regency","Regency Club",1100,10,"Yes","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","Y","N","N","Y","N","Y","Y","Y","N","N","N","","","Y","Digital Channels",""
"2159","CONVENTION","732","1VWD","2014-12-03",4,1,"BUSINESS",620,0,"CONFRM","CONVENTION","NORTHERN MARIANA ISLANDS","","Past",620,NA,NA,NA,NA,NA,NA,NA,NA,"Saipan","",59,"Hyatt Regency","Regency Club",325,8,"No","Managed","N","Y","N","N","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","Y","","Y","Y","N","Hotel",""
"2160","TRANSIENT","0429","QNQN","2014-12-04",1,1,"BUSINESS",109,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",109,NA,NA,NA,NA,NA,NA,NA,NA,"Chicago","Illinois",75,"Hyatt Place","",131,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Digital Channels",""
"2161","CONVENTION","0718","KING","2014-12-13",1,2,"BUSINESS",113,25,"SHARE","CONVENTION","UNITED STATES","","Future",110,NA,NA,NA,NA,NA,NA,NA,NA,"Rochester","New York",40,"Hyatt Regency","",336,25,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","Y","Y","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","","N","N","Y","Digital Channels",""
"2162","TRANSIENT","1609","KING","2014-12-06",1,2,"BUSINESS",277.54,0,"CONFRM","TRANSIENT","SOUTH KOREA","","Past",288.92,NA,NA,NA,NA,NA,NA,NA,NA,"Busan","",55,"Park Hyatt","",269,33,"No","Managed","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","Y","","","","","Hotel",""
"2163","TRANSIENT","2611","VIPP","2014-12-12",2,2,"BUSINESS",187.64,8,"CONFRM","TRANSIENT","","","Future",187.64,NA,NA,NA,NA,NA,NA,NA,NA,"Denver","Colorado",61,"Grand Hyatt","Grand Club",511,26,"No","Managed","N","Y","N","N","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","Y","N","Y","N","Y","N","N","N","Y","N","","","Y","Internet",""
"2164","TRANSIENT","1729","KING","2014-12-27",1,2,"BUSINESS",34.19,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",42.74,NA,NA,NA,NA,NA,NA,NA,NA,"Indianapolis","Indiana",55,"Hyatt Regency","Regency Club",499,20,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","Y","N","Y","N","Y","Y","N","N","N","N","","","Y","Digital Channels",""
"2165","CONVENTION","0810","KING","2014-12-21",3,1,"BUSINESS",324.77,14.61,"CONFRM","CONVENTION","CHINA","","Future",340.55,NA,NA,NA,NA,NA,NA,NA,NA,"Guangzhou","",65,"Grand Hyatt","Grand Club",375,22,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","N","Y","","Y","Y","N","Hotel",""
"2166","TRANSIENT","1418","DLXN","2014-12-14",1,1,"BUSINESS",129,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",129,9,NA,8,9,NA,NA,NA,NA,"Charlotte","North Carolina",77,"Hyatt House","",163,17,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","N","N","N","N","N","N","","","Y","Digital Channels","Promoter"
"2167","TRANSIENT","726","KING","2014-12-05",2,1,"LEISURE",424.45,42.55,"CONFRM","TRANSIENT","UKRAINE","","Past",271.37,NA,NA,NA,NA,NA,NA,NA,NA,"Kiev","",81,"Hyatt Regency","",234,8,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","N","N","Y","","N","N","Y","Hotel",""
"2168","TRANSIENT","0311","KING","2014-12-02",3,1,"LEISURE",49,18,"CONFRM","TRANSIENT","UNITED STATES","Diamond","Past",49,NA,NA,NA,NA,NA,NA,NA,NA,"Memphis","Tennessee",61,"Hyatt Place","",126,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Hotel",""
"2169","CONVENTION","0628","2BKN","2014-12-12",2,2,"BUSINESS",318,0,"CONFRM","CONVENTION","UNITED STATES","","Future",418,10,NA,10,10,NA,NA,NA,NA,"Raleigh","North Carolina",83,"Hyatt House","",137,3,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Global Contact Center","Promoter"
"2170","TRANSIENT","0615","KING","2014-12-10",1,1,"BUSINESS",160.65,0,"CONFRM","TRANSIENT","","","Future",160.65,NA,NA,NA,NA,NA,NA,NA,NA,"Pittsburgh","Pennsylvania",63,"Hyatt Place","",127,6,"No","Owned","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","N","N","","","N","Internet",""
"2171","CONVENTION","1105","GRNK","2014-12-18",3,1,"BUSINESS",323.86,50.03,"CONFRM","CONVENTION","CHILE","","Future",424.91,NA,NA,NA,NA,NA,NA,NA,NA,"Santiago","",61,"Grand Hyatt","Grand Club",310,24,"Yes","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","Y","","N","N","Y","Digital Channels",""
"2172","TRANSIENT","0721","QDHA","2014-12-08",4,1,"BUSINESS",605.04,0,"CONFRM","TRANSIENT","","","Future",605.04,NA,NA,NA,NA,NA,NA,NA,NA,"Des Moines","Iowa",65,"Hyatt Place","",93,3,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","Y","N","N","N","Y","N","Y","N","N","N","","","Y","Internet",""
"2173","TRANSIENT","0203","DLXN","2014-12-01",2,1,"BUSINESS",330,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",330,NA,NA,NA,NA,NA,NA,NA,NA,"King of Prussia","Pennsylvania",79,"Hyatt House","",147,5,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","GDS",""
"2174","TRANSIENT","2642","KING","2014-12-22",1,2,"BUSINESS",55,7.81,"CONFRM","TRANSIENT","","","Future",55,NA,NA,NA,NA,NA,NA,NA,NA,"Rosemont","Illinois",52,"Hyatt Regency","Regency Club",1100,10,"Yes","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","Y","N","N","Y","N","Y","Y","Y","N","N","N","","","Y","Opaque",""
"2175","CONVENTION","0232","KING","2014-12-02",2,2,"BUSINESS",437.68,185.51,"SHARE","CONVENTION","INDIA","","Past",756.32,NA,NA,NA,NA,NA,NA,NA,NA,"South Goa","",54,"Park Hyatt","",250,2,"No","Managed","N","Y","N","Y","N","N","N","Y","N","Y","Y","N","Y","Y","Y","Y","N","Y","N","N","Y","Y","Y","N","Y","","Y","N","Y","Digital Channels",""
"2176","TRANSIENT","1807","DLXK","2014-12-09",3,1,"BUSINESS",4050,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",2025,NA,NA,NA,NA,NA,NA,NA,NA,"New York","New York",NA,"Park Hyatt","",210,NA,"Yes","Owned","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","GDS",""
"2177","TRANSIENT","0842","KING","2014-12-12",1,2,"BUSINESS",114.68,20.5,"CONFRM","TRANSIENT","","","Future",114.68,NA,NA,NA,NA,NA,NA,NA,NA,"Dallas","Texas",49,"Hyatt Regency","",811,14,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","Y","N","N","N","","","Y","Internet",""
"2178","CONVENTION","4126","CLBK","2014-12-12",2,1,"BUSINESS",378,0,"CONFRM","CONVENTION","UNITED STATES","","Future",398,NA,NA,NA,NA,NA,NA,NA,NA,"Huntington Beach","California",71,"Hyatt Regency","Regency Club",517,4,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","N","N","N","Y","Y","N","Y","N","Y","N","Y","","Y","Y","Y","Digital Channels",""
"2179","CONVENTION","0731","DLXK","2014-12-11",1,2,"BUSINESS",163.9,21.78,"SHARE","CONVENTION","TAIWAN","","Future",192.12,NA,NA,NA,NA,NA,NA,NA,NA,"Taipei","",51,"Grand Hyatt","Grand Club",872,25,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","Y","N","","","Y","Hotel",""
"2180","TRANSIENT","0317","KING","2014-12-08",2,1,"BUSINESS",260.76,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",260.76,NA,NA,NA,NA,NA,NA,NA,NA,"Flushing","New York",NA,"Hyatt Place","",168,NA,"No","Franchised","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Internet",""
"2181","TRANSIENT","0626","DLXK","2014-12-10",1,1,"BUSINESS",229,38.14,"CONFRM","TRANSIENT","UNITED STATES","Gold","Past",229,NA,NA,NA,NA,NA,NA,NA,NA,"Louisville","Kentucky",56,"Hyatt Regency","",392,18,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","Y","N","N","N","Y","Y","N","N","N","N","","","Y","Digital Channels",""
"2182","TRANSIENT","0227","DLXN","2014-12-16",3,1,"BUSINESS",211.5,0,"CONFRM","TRANSIENT","","","Future",211.5,NA,NA,NA,NA,NA,NA,NA,NA,"Minot","North Dakota",62,"Hyatt House","",130,4,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Internet",""
"2183","CONVENTION","2210","DDBL","2014-12-16",1,1,"BUSINESS",60,0,"CONFRM","CONVENTION","UNITED STATES","","Future",60,NA,NA,NA,NA,NA,NA,NA,NA,"Rosemont","Illinois",52,"Hyatt Regency","Regency Club",1100,10,"Yes","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","Y","N","N","Y","N","Y","Y","Y","N","N","N","","","Y","Digital Channels",""
"2184","TRANSIENT","0609","RM1K","2014-12-19",1,2,"LEISURE",237.15,5,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",237.15,NA,NA,NA,NA,NA,NA,NA,NA,"New York","New York",55,"Hyatt","",178,11,"No","Franchised","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Global Contact Center",""
"2185","TRANSIENT","2212","KING","2014-12-13",1,1,"LEISURE",199,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",199,NA,NA,NA,NA,NA,NA,NA,NA,"San Antonio","Texas",55,"Grand Hyatt","Grand Club",1003,24,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","Y","Y","N","N","Y","N","","","Y","Hotel",""
"2186","CONVENTION","1418","DLXK","2014-12-14",2,1,"BUSINESS",225.84,86.64,"CONFRM","CONVENTION","TAIWAN","","Future",341.28,NA,NA,NA,NA,NA,NA,NA,NA,"Taipei","",51,"Grand Hyatt","Grand Club",872,25,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","Y","N","","","Y","Hotel",""
